"행정구역","2025년05월_계_총인구수","2025년05월_계_연령구간인구수","2025년05월_계_0~9세","2025년05월_계_10~19세","2025년05월_계_20~29세","2025년05월_계_30~39세","2025년05월_계_40~49세","2025년05월_계_50~59세","2025년05월_계_60~69세","2025년05월_계_70~79세","2025년05월_계_80~89세","2025년05월_계_90~99세","2025년05월_계_100세 이상"
"서울특별시 은평구 불광제1동(1138052000)","37,352","37,352","1,579","2,273","4,742","5,496","4,984","6,255","6,087","3,634","2,012","284","6"
"서울특별시 은평구 불광제2동(1138053000)","26,377","26,377","670","1,340","3,597","3,781","3,247","4,533","4,627","2,919","1,504","154","5"
"서울특별시 은평구 갈현제1동(1138055100)","14,129","14,129","399","882","1,954","2,096","1,825","2,396","2,347","1,450","686","90","4"
"서울특별시 은평구 갈현제2동(1138055200)","27,051","27,051","871","2,071","3,716","3,602","3,747","4,858","4,268","2,557","1,216","144","1"
"서울특별시 은평구 구산동(1138056000)","30,753","30,753","1,082","2,350","3,880","3,771","4,175","5,601","5,161","3,071","1,469","189","4"
"서울특별시 은평구 대조동(1138057000)","27,064","27,064","781","1,319","4,756","5,232","3,343","3,987","3,711","2,448","1,334","149","4"
"서울특별시 은평구 응암제1동(1138058000)","32,072","32,072","1,844","2,511","4,125","5,121","5,070","5,217","4,155","2,599","1,261","164","5"
"서울특별시 은평구 응암제2동(1138059000)","27,068","27,068","2,471","2,698","2,356","3,956","5,382","4,142","3,055","1,955","917","132","4"
"서울특별시 은평구 응암제3동(1138060000)","23,081","23,081","615","1,195","3,075","3,260","2,880","3,778","3,884","2,711","1,478","201","4"
"서울특별시 은평구 역촌동(1138062500)","44,826","44,826","1,764","3,110","5,494","6,497","6,625","7,603","6,980","4,421","2,079","246","7"
"서울특별시 은평구 신사제1동(1138063100)","25,904","25,904","1,031","1,722","3,280","3,748","3,593","4,413","4,239","2,535","1,195","144","4"
"서울특별시 은평구 신사제2동(1138063200)","18,544","18,544","748","1,280","2,195","2,660","2,589","3,093","3,111","1,914","828","120","6"
"서울특별시 은평구 증산동(1138064000)","15,544","15,544","868","1,130","1,907","2,225","2,179","2,708","2,294","1,489","661","81","2"
"서울특별시 은평구 수색동(1138065000)","21,130","21,130","1,792","1,431","2,506","3,702","3,020","3,668","2,791","1,419","663","137","1"
"서울특별시 은평구 진관동(1138069000)","53,021","53,021","2,920","6,677","6,455","5,999","8,316","9,311","6,926","4,171","1,921","315","10"
"서울특별시 서대문구 (1141000000)","301,313","301,313","15,735","21,880","46,050","44,610","42,264","48,071","41,731","25,070","13,874","1,958","70"
"서울특별시 서대문구 천연동(1141052000)","16,425","16,425","978","1,203","1,845","2,354","2,301","2,838","2,459","1,439","870","135","3"
"서울특별시 서대문구 북아현동(1141055500)","15,255","15,255","1,177","988","1,791","2,849","2,421","2,471","1,927","988","562","78","3"
"서울특별시 서대문구 충현동(1141056500)","19,359","19,359","915","1,269","2,755","3,358","2,739","3,057","2,816","1,489","805","150","6"
"서울특별시 서대문구 신촌동(1141058500)","20,388","20,388","406","978","8,500","3,769","1,851","1,890","1,405","917","580","87","5"
"서울특별시 서대문구 연희동(1141061500)","33,528","33,528","1,119","2,003","7,272","5,385","4,268","4,892","4,104","2,627","1,590","257","11"
"서울특별시 서대문구 홍제제1동(1141062000)","24,476","24,476","1,298","1,663","2,920","3,545","3,426","4,240","3,757","2,264","1,212","147","4"
"서울특별시 서대문구 홍제제3동(1141064000)","17,416","17,416","918","1,067","2,150","2,370","2,229","3,017","2,722","1,734","1,087","119","3"
"서울특별시 서대문구 홍제제2동(1141065500)","12,109","12,109","589","773","1,315","1,814","1,490","2,113","2,105","1,182","638","87","3"
"서울특별시 서대문구 홍은제1동(1141066000)","21,892","21,892","1,139","1,472","2,476","2,976","2,962","3,781","3,645","2,120","1,141","175","5"
"서울특별시 서대문구 홍은제2동(1141068500)","27,779","27,779","1,314","2,115","3,871","3,868","3,792","4,740","4,215","2,390","1,270","193","11"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,621","16,621","1,768","1,932","1,477","2,217","3,324","2,434","1,798","1,021","567","81","2"
"서울특별시 서대문구 남가좌제2동(1141070000)","28,717","28,717","2,073","2,516","3,885","3,932","4,628","4,465","3,490","2,327","1,237","156","8"
"서울특별시 서대문구 북가좌제1동(1141071000)","17,333","17,333","1,010","1,907","1,775","2,094","2,855","2,979","2,413","1,447","748","103","2"
"서울특별시 서대문구 북가좌제2동(1141072000)","30,015","30,015","1,031","1,994","4,018","4,079","3,978","5,154","4,875","3,125","1,567","190","4"
"서울특별시 마포구 (1144000000)","359,795","359,795","18,752","25,935","56,247","64,211","55,072","56,111","42,798","24,895","13,641","2,083","50"
"서울특별시 마포구 아현동(1144055500)","29,080","29,080","2,798","2,201","2,986","5,799","5,273","4,248","3,288","1,554","800","129","4"
"서울특별시 마포구 공덕동(1144056500)","35,915","35,915","1,718","2,039","5,360","6,536","4,900","5,975","5,008","2,655","1,523","195","6"
"서울특별시 마포구 도화동(1144058500)","20,483","20,483","1,179","1,438","2,466","3,622","2,804","3,275","2,953","1,636","927","182","1"
"서울특별시 마포구 용강동(1144059000)","21,238","21,238","1,729","2,231","1,932","3,409","4,151","3,244","2,324","1,307","747","157","7"
"서울특별시 마포구 대흥동(1144060000)","14,187","14,187","478","865","3,583","2,429","1,847","2,062","1,537","805","506","71","4"
"서울특별시 마포구 염리동(1144061000)","16,743","16,743","1,223","1,763","2,284","2,575","3,160","2,572","1,643","909","542","71","1"
"서울특별시 마포구 신수동(1144063000)","22,049","22,049","1,345","1,767","3,231","3,405","3,370","3,834","2,615","1,513","847","118","4"
"서울특별시 마포구 서강동(1144065500)","24,306","24,306","1,431","1,665","4,631","3,984","3,601","3,762","2,725","1,513","862","132","0"
"서울특별시 마포구 서교동(1144066000)","23,698","23,698","598","995","5,525","5,382","3,346","3,094","2,324","1,470","814","149","1"
"서울특별시 마포구 합정동(1144068000)","15,930","15,930","529","703","2,698","3,674","2,358","2,157","1,929","1,153","633","94","2"
"서울특별시 마포구 망원제1동(1144069000)","18,613","18,613","635","962","2,835","3,572","2,790","2,884","2,412","1,591","828","104","0"
"서울특별시 마포구 망원제2동(1144070000)","17,424","17,424","715","1,279","2,416","2,868","2,712","2,873","2,225","1,475","774","84","3"
"서울특별시 마포구 연남동(1144071000)","14,023","14,023","426","633","2,673","3,000","2,011","1,990","1,591","1,007","589","99","4"
"서울특별시 마포구 성산제1동(1144072000)","18,534","18,534","606","1,227","2,918","3,388","2,871","3,047","2,291","1,377","722","84","3"
"서울특별시 마포구 성산제2동(1144073000)","38,323","38,323","1,629","2,732","6,531","6,994","5,162","5,923","4,574","2,966","1,564","240","8"
"서울특별시 마포구 상암동(1144074000)","29,249","29,249","1,713","3,435","4,178","3,574","4,716","5,171","3,359","1,964","963","174","2"
"서울특별시 양천구 (1147000000)","428,554","428,554","23,270","46,379","48,645","52,261","69,879","73,210","62,764","36,032","13,924","2,121","69"
"서울특별시 양천구 목1동(1147051000)","29,946","29,946","2,306","5,074","2,780","2,609","6,436","5,139","3,144","1,719","655","82","2"
"서울특별시 양천구 목2동(1147052000)","28,158","28,158","1,132","2,120","3,973","5,048","4,117","4,519","4,184","2,135","811","115","4"
"서울특별시 양천구 목3동(1147053000)","20,867","20,867","969","1,237","2,845","3,791","2,877","3,262","3,327","1,765","665","128","1"
"서울특별시 양천구 목4동(1147054000)","23,985","23,985","915","2,816","3,515","2,780","3,515","4,881","3,038","1,713","699","110","3"
"서울특별시 양천구 목5동(1147055000)","40,648","40,648","2,893","7,233","3,738","3,374","8,594","6,691","4,672","2,466","798","185","4"
"서울특별시 양천구 신월1동(1147056000)","18,783","18,783","570","1,068","1,978","2,354","2,529","3,284","3,837","2,232","830","98","3"
"서울특별시 양천구 신월2동(1147057000)","20,560","20,560","1,151","1,748","2,222","2,685","3,115","3,278","3,347","2,161","738","109","6"
"서울특별시 양천구 신월3동(1147058000)","13,934","13,934","568","862","1,489","1,850","1,760","2,446","2,668","1,557","661","72","1"
"서울특별시 양천구 신월4동(1147059000)","16,994","16,994","952","1,489","1,758","1,976","2,668","2,778","2,825","1,778","667","98","5"
"서울특별시 양천구 신월5동(1147060000)","13,761","13,761","606","1,090","1,676","1,939","1,948","2,328","2,312","1,271","515","76","0"
"서울특별시 양천구 신월6동(1147061000)","13,684","13,684","1,276","1,275","1,309","2,144","2,403","2,036","1,788","1,038","382","30","3"
"서울특별시 양천구 신월7동(1147061100)","18,083","18,083","679","988","1,877","2,466","2,287","3,023","3,531","2,133","955","143","1"
"서울특별시 양천구 신정1동(1147062000)","19,549","19,549","1,436","2,906","1,924","1,774","3,839","3,164","2,437","1,429","525","111","4"
"서울특별시 양천구 신정2동(1147063000)","18,486","18,486","977","2,864","1,950","1,571","3,369","3,330","2,472","1,312","546","90","5"
"서울특별시 양천구 신정3동(1147064000)","47,980","47,980","2,652","4,938","5,752","5,707","7,073","8,956","7,043","3,984","1,620","247","8"
"서울특별시 양천구 신정4동(1147065000)","31,345","31,345","954","1,869","4,756","4,875","4,279","5,248","4,794","3,198","1,245","119","8"
"서울특별시 양천구 신정6동(1147067000)","23,917","23,917","1,701","3,577","2,427","2,437","4,574","4,039","3,009","1,551","497","101","4"
"서울특별시 양천구 신정7동(1147068000)","27,874","27,874","1,533","3,225","2,676","2,881","4,496","4,808","4,336","2,590","1,115","207","7"
"서울특별시 강서구 (1150000000)","552,467","552,467","27,833","40,378","73,600","96,013","82,674","81,887","79,615","48,066","19,245","3,069","87"
"서울특별시 강서구 염창동(1150051000)","41,115","41,115","3,222","4,288","5,000","7,367","7,117","6,208","4,610","2,335","832","135","1"
"서울특별시 강서구 등촌제1동(1150052000)","24,926","24,926","1,185","1,092","4,346","6,891","3,507","3,029","2,545","1,386","760","176","9"
"서울특별시 강서구 등촌제2동(1150053000)","19,086","19,086","855","1,363","2,531","3,365","2,644","2,918","3,008","1,727","568","104","3"
"서울특별시 강서구 등촌제3동(1150053500)","28,870","28,870","1,373","1,521","2,917","4,628","3,565","4,081","5,514","3,284","1,634","342","11"
"서울특별시 강서구 화곡제1동(1150054000)","49,727","49,727","1,699","2,175","8,263","9,940","6,983","7,103","7,186","4,487","1,689","194","8"
"서울특별시 강서구 화곡제2동(1150055000)","16,742","16,742","710","1,172","2,193","2,617","2,572","2,756","2,560","1,514","586","59","3"
"서울특별시 강서구 화곡제3동(1150056000)","20,777","20,777","855","1,577","2,753","3,029","2,967","3,125","3,343","2,196","810","121","1"
"서울특별시 강서구 화곡제4동(1150057000)","19,117","19,117","663","1,164","2,272","2,758","2,885","3,174","3,252","2,031","809","108","1"
"서울특별시 강서구 화곡본동(1150059000)","31,985","31,985","1,163","2,050","5,078","5,923","4,762","4,817","4,433","2,634","975","146","4"
"서울특별시 강서구 화곡제6동(1150059100)","25,586","25,586","1,376","1,387","3,972","5,085","3,490","3,556","3,757","2,109","733","116","5"
"서울특별시 강서구 화곡제8동(1150059300)","22,686","22,686","762","1,303","3,192","3,618","3,322","3,601","3,555","2,312","922","96","3"
"서울특별시 강서구 가양제1동(1150060300)","33,548","33,548","1,220","1,555","7,327","9,206","4,380","4,031","3,562","1,582","590","90","5"
"서울특별시 강서구 가양제2동(1150060400)","13,064","13,064","390","373","1,153","2,219","1,293","1,490","2,946","2,097","907","192","4"
"서울특별시 강서구 가양제3동(1150060500)","13,571","13,571","544","361","1,116","2,838","1,714","1,703","2,511","1,858","809","115","2"
"서울특별시 강서구 발산제1동(1150061100)","34,979","34,979","2,104","4,635","4,088","3,840","5,886","6,170","4,404","2,603","1,068","177","4"
"서울특별시 강서구 우장산동(1150061500)","43,214","43,214","2,756","5,358","5,002","5,078","7,787","7,316","5,324","3,347","1,091","150","5"
"서울특별시 강서구 공항동(1150062000)","28,866","28,866","2,401","2,407","3,489","4,709","5,114","4,038","3,623","2,063","876","143","3"
"서울특별시 강서구 방화제1동(1150063000)","40,087","40,087","2,743","4,096","4,211","5,516","6,669","6,204","5,845","3,347","1,242","208","6"
"서울특별시 강서구 방화제2동(1150064000)","22,952","22,952","872","1,223","2,862","4,074","2,939","3,376","3,815","2,473","1,138","175","5"
"서울특별시 강서구 방화제3동(1150064100)","21,569","21,569","940","1,278","1,835","3,312","3,078","3,191","3,822","2,681","1,206","222","4"
"서울특별시 구로구 (1153000000)","386,218","386,218","20,307","27,362","47,391","60,867","55,843","60,749","58,464","37,379","15,770","2,037","49"
"서울특별시 구로구 신도림동(1153051000)","35,940","35,940","2,779","3,619","4,050","5,828","6,416","5,434","4,236","2,550","895","130","3"
"서울특별시 구로구 구로제1동(1153052000)","20,289","20,289","1,433","1,895","2,280","3,571","3,375","3,017","2,771","1,376","477","94","0"
"서울특별시 구로구 구로제2동(1153053000)","21,966","21,966","572","1,118","2,521","2,809","2,484","4,051","4,178","2,746","1,337","148","2"
"서울특별시 구로구 구로제3동(1153054000)","22,912","22,912","819","1,258","4,129","4,650","3,578","3,153","2,678","1,772","768","107","0"
"서울특별시 구로구 구로제4동(1153055000)","17,967","17,967","494","806","2,181","2,712","2,191","2,955","3,153","2,219","1,140","112","4"
"서울특별시 구로구 구로제5동(1153056000)","28,851","28,851","1,422","1,292","4,618","5,791","3,803","4,213","3,995","2,489","1,087","137","4"
"서울특별시 구로구 가리봉동(1153059500)","8,724","8,724","158","221","1,513","1,565","876","1,455","1,588","886","397","63","2"
"서울특별시 구로구 고척제1동(1153072000)","26,427","26,427","1,742","1,791","3,103","5,114","3,654","3,952","3,663","2,359","929","117","3"
"서울특별시 구로구 고척제2동(1153073000)","25,264","25,264","1,149","1,940","2,851","3,041","3,300","4,635","4,265","2,687","1,249","141","6"
"서울특별시 구로구 개봉제1동(1153074000)","33,216","33,216","1,887","2,092","3,649","5,235","4,527","5,320","5,518","3,431","1,376","176","5"
"서울특별시 구로구 개봉제2동(1153075000)","28,991","28,991","1,501","1,921","3,031","3,826","4,122","4,660","4,944","3,507","1,323","152","4"
"서울특별시 구로구 개봉제3동(1153076000)","19,020","19,020","722","1,216","1,984","2,431","2,640","3,281","3,475","2,255","900","114","2"
"서울특별시 구로구 오류제1동(1153077000)","22,624","22,624","874","1,056","3,937","4,612","2,940","3,034","3,046","2,059","941","120","5"
"서울특별시 구로구 오류제2동(1153078000)","35,798","35,798","1,733","3,714","3,846","4,302","5,383","5,948","5,262","3,688","1,660","257","5"
"서울특별시 구로구 수궁동(1153079000)","22,200","22,200","937","1,729","2,431","2,795","3,153","3,731","3,960","2,349","994","118","3"
"서울특별시 구로구 항동(1153080000)","16,029","16,029","2,085","1,694","1,267","2,585","3,401","1,910","1,732","1,006","297","51","1"
"서울특별시 금천구 (1154500000)","224,288","224,288","8,711","12,261","32,791","38,945","27,923","35,835","36,863","20,805","8,996","1,132","26"
"서울특별시 금천구 가산동(1154551000)","25,148","25,148","542","556","6,765","7,201","2,823","2,685","2,594","1,385","532","62","3"
"서울특별시 금천구 독산제1동(1154561000)","47,201","47,201","2,625","2,364","8,272","10,953","6,490","6,197","5,805","2,987","1,340","163","5"
"서울특별시 금천구 독산제2동(1154562000)","17,383","17,383","589","944","2,099","2,520","2,047","3,201","3,328","1,833","715","103","4"
"서울특별시 금천구 독산제3동(1154563000)","22,863","22,863","677","1,032","3,113","3,688","2,597","3,948","4,342","2,335","990","139","2"
"서울특별시 금천구 독산제4동(1154564000)","14,028","14,028","414","735","1,642","1,956","1,583","2,688","2,861","1,529","561","59","0"
"서울특별시 금천구 시흥제1동(1154567000)","31,557","31,557","1,208","1,959","4,023","4,833","4,101","5,286","5,345","3,154","1,439","206","3"
